"lake_id","site_id","visit","air_temp","air_temp_units","ch4_diffusion","ch4_diffusion_units","ch4flag","ch4_r2","ch4_ebullition","ch4_ebullition_units","ch4_total","ch4_total_units","ch4_deployment_length","ch4_deployment_length_units","co2_diffusion","co2_diffusion_units","co2flag","co2_r2","co2_ebullition","co2_ebullition_units","co2_total","co2_total_units","co2_deployment_length","co2_deployment_length_units","trap_deply_date_time","trap_deply_date_time_units","chamb_deply_date_time","chamb_deply_date_time_units","precipitation","precipitation_units","wind_speed","wind_speed_units","k_co2_600","k_ch4_600","k_co2_600_units","k_ch4_600_units"
75,"9",1,31.8089483870968,"degrees celcius",11.12,"mg CH4 m-2 d-1",NA,0.999247202081157,0.133831,"mg CH4 m-2 d-1",11.25615,"mg CH4 m-2 d-1",151,"s",5942.72,"mg CO2 m-2 d-1",NA,0.999003120020933,0.2659,"mg CO2 m-2 d-1",5942.9839,"mg CO2 m-2 d-1",151,"s","2021-07-09 23:41:00","UTC",2021-07-10 19:28:14,"UTC",0.002711847,"m",5.88,"m s-1",NA,NA,NA,NA
75,"10",1,32.2798325203252,"degrees celcius",10.33,"mg CH4 m-2 d-1",NA,0.998052490134407,0.024717,"mg CH4 m-2 d-1",10.35133,"mg CH4 m-2 d-1",119,"s",4847.15,"mg CO2 m-2 d-1",NA,0.997219085352463,2.1993,"mg CO2 m-2 d-1",4849.3514,"mg CO2 m-2 d-1",119,"s","2021-07-09 22:05:00","UTC",2021-07-10 19:06:08,"UTC",0.00333187,"m",5.97,"m s-1",NA,NA,NA,NA
75,"11",1,31.5390166666667,"degrees celcius",13.08,"mg CH4 m-2 d-1",NA,0.971129383718221,0.033597,"mg CH4 m-2 d-1",13.1111,"mg CH4 m-2 d-1",195,"s",8263.42,"mg CO2 m-2 d-1","U",0.994946086979682,0.0668,"mg CO2 m-2 d-1",8263.4883,"mg CO2 m-2 d-1",146,"s","2021-07-10 00:24:00","UTC",2021-07-10 19:57:42,"UTC",0.00271222,"m",6.18,"m s-1",NA,NA,NA,NA
75,"12",1,29.0811502793296,"degrees celcius",29.79,"mg CH4 m-2 d-1",NA,0.998720286861873,0.008297,"mg CH4 m-2 d-1",29.80206,"mg CH4 m-2 d-1",191,"s",3819.71,"mg CO2 m-2 d-1",NA,0.99852067929992,0.0942,"mg CO2 m-2 d-1",3819.8087,"mg CO2 m-2 d-1",174,"s","2021-07-10 02:45:00","UTC",2021-07-10 17:14:00,"UTC",0.003292829,"m",5.18,"m s-1",NA,NA,NA,NA
75,"13",1,31.7745153284672,"degrees celcius",11.44,"mg CH4 m-2 d-1",NA,0.997515054994156,0.100861,"mg CH4 m-2 d-1",11.54449,"mg CH4 m-2 d-1",133,"s",6044.77,"mg CO2 m-2 d-1",NA,0.99768733012321,0.2004,"mg CO2 m-2 d-1",6044.9655,"mg CO2 m-2 d-1",133,"s","2021-07-09 23:52:00","UTC",2021-07-10 19:33:48,"UTC",0.00271222,"m",6.18,"m s-1",NA,NA,NA,NA
75,"14",1,32.4463847953216,"degrees celcius",13.87,"mg CH4 m-2 d-1",NA,0.999111871940074,0.030035,"mg CH4 m-2 d-1",13.89879,"mg CH4 m-2 d-1",166,"s",6792.69,"mg CO2 m-2 d-1",NA,0.999311488540397,0.0749,"mg CO2 m-2 d-1",6792.7686,"mg CO2 m-2 d-1",166,"s","2021-07-09 21:56:00","UTC",2021-07-10 18:49:56,"UTC",0.00333187,"m",5.97,"m s-1",NA,NA,NA,NA
75,"15",1,31.6181713043478,"degrees celcius",13.07,"mg CH4 m-2 d-1",NA,0.996477508267672,0.033092,"mg CH4 m-2 d-1",13.09831,"mg CH4 m-2 d-1",336,"s",6107.07,"mg CO2 m-2 d-1",NA,0.99845009121293,0.0658,"mg CO2 m-2 d-1",6107.1371,"mg CO2 m-2 d-1",336,"s","2021-07-09 23:57:00","UTC",2021-07-10 20:09:46,"UTC",0.00271222,"m",6.18,"m s-1",NA,NA,NA,NA
76,"1",1,31.2078382978723,"degrees celcius",52.7,"mg CH4 m-2 d-1","B",0.998102724740733,0.904098,"mg CH4 m-2 d-1",53.60743,"mg CH4 m-2 d-1",183,"s",1181.44,"mg CO2 m-2 d-1","U",0.992086960834891,0.0347,"mg CO2 m-2 d-1",1181.471,"mg CO2 m-2 d-1",233,"s","2022-06-22 01:02:00","UTC",2022-06-21 18:08:29,"UTC",0.001927674,"m",3.03,"m s-1",NA,NA,NA,NA
76,"2",1,30.0378346938775,"degrees celcius",51.71,"mg CH4 m-2 d-1",NA,0.999043997855201,0.559804,"mg CH4 m-2 d-1",52.27066,"mg CH4 m-2 d-1",315,"s",1090.67,"mg CO2 m-2 d-1","U",0.997354914882495,0.0203,"mg CO2 m-2 d-1",1090.693,"mg CO2 m-2 d-1",244,"s","2022-06-22 00:33:00","UTC",2022-06-21 17:35:38,"UTC",0.001927674,"m",3.03,"m s-1",NA,NA,NA,NA
76,"3",1,30.6229675,"degrees celcius",52.86,"mg CH4 m-2 d-1",NA,0.999059166487241,4.989101,"mg CH4 m-2 d-1",57.85378,"mg CH4 m-2 d-1",300,"s",822.87,"mg CO2 m-2 d-1","U",0.990608641803311,0.0634,"mg CO2 m-2 d-1",822.9376,"mg CO2 m-2 d-1",198,"s","2022-06-22 00:47:00","UTC",2022-06-21 17:54:36,"UTC",0.001927674,"m",3.03,"m s-1",NA,NA,NA,NA
76,"4",1,31.8168108695652,"degrees celcius",61.17,"mg CH4 m-2 d-1",NA,0.996423393817034,0.383724,"mg CH4 m-2 d-1",61.55006,"mg CH4 m-2 d-1",289,"s",1697.67,"mg CO2 m-2 d-1","U",0.999245200632698,0.0077,"mg CO2 m-2 d-1",1697.6802,"mg CO2 m-2 d-1",228,"s","2022-06-22 03:16:00","UTC",2022-06-21 20:25:17,"UTC",0.001975238,"m",2.76,"m s-1",NA,NA,NA,NA
76,"5",1,29.06008,"degrees celcius",41.47,"mg CH4 m-2 d-1",NA,0.992510120968228,8.363765,"mg CH4 m-2 d-1",49.83538,"mg CH4 m-2 d-1",188,"s",1576.97,"mg CO2 m-2 d-1","U",0.976736662735706,0.039,"mg CO2 m-2 d-1",1577.0111,"mg CO2 m-2 d-1",173,"s","2022-06-21 23:32:00","UTC",2022-06-21 16:39:05,"UTC",0.001885206,"m",3.61,"m s-1",NA,NA,NA,NA
76,"6",1,29.7544902439024,"degrees celcius",61.66,"mg CH4 m-2 d-1",NA,0.995337338407179,0.32714,"mg CH4 m-2 d-1",61.98867,"mg CH4 m-2 d-1",254,"s",1619.27,"mg CO2 m-2 d-1","U",0.99932258156811,0.0066,"mg CO2 m-2 d-1",1619.2791,"mg CO2 m-2 d-1",203,"s","2022-06-21 23:15:00","UTC",2022-06-21 16:25:01,"UTC",0.001867592,"m",3.72,"m s-1",NA,NA,NA,NA
76,"7",1,31.8145928571429,"degrees celcius",68.26,"mg CH4 m-2 d-1",NA,0.999387123303135,0.00062,"mg CH4 m-2 d-1",68.25867,"mg CH4 m-2 d-1",350,"s",1673.24,"mg CO2 m-2 d-1","U",0.997639834524989,0.0318,"mg CO2 m-2 d-1",1673.2722,"mg CO2 m-2 d-1",279,"s","2022-06-22 04:12:00","UTC",2022-06-21 21:16:20,"UTC",0.001979843,"m",3,"m s-1",1.831,1.46,"m d-1","m d-1"
76,"8",1,32.3420020833333,"degrees celcius",53.56,"mg CH4 m-2 d-1",NA,0.99936001564001,1.174846,"mg CH4 m-2 d-1",54.73012,"mg CH4 m-2 d-1",310,"s",1152.89,"mg CO2 m-2 d-1","U",0.995261818732511,0.0236,"mg CO2 m-2 d-1",1152.9096,"mg CO2 m-2 d-1",239,"s","2022-06-22 03:36:00","UTC",2022-06-21 20:41:07,"UTC",0.001979843,"m",3,"m s-1",NA,NA,NA,NA
76,"9",1,29.101041509434,"degrees celcius",55.35,"mg CH4 m-2 d-1",NA,0.999601244019298,13.403531,"mg CH4 m-2 d-1",68.75409,"mg CH4 m-2 d-1",290,"s",1616.24,"mg CO2 m-2 d-1","U",0.989903657962448,0.0991,"mg CO2 m-2 d-1",1616.3342,"mg CO2 m-2 d-1",265,"s","2022-06-21 23:47:00","UTC",2022-06-21 17:00:15,"UTC",0.001885206,"m",3.61,"m s-1",NA,NA,NA,NA
76,"10",1,31.8563488372093,"degrees celcius",65.43,"mg CH4 m-2 d-1",NA,0.998575761477039,0.377387,"mg CH4 m-2 d-1",65.80639,"mg CH4 m-2 d-1",279,"s",1276.94,"mg CO2 m-2 d-1","U",0.979137520639929,0.0076,"mg CO2 m-2 d-1",1276.943,"mg CO2 m-2 d-1",213,"s","2022-06-22 02:58:00","UTC",2022-06-21 20:05:19,"UTC",0.001975238,"m",2.76,"m s-1",NA,NA,NA,NA
76,"11",1,30.7976965517241,"degrees celcius",79.12,"mg CH4 m-2 d-1",NA,0.997724590306176,0.827177,"mg CH4 m-2 d-1",79.94894,"mg CH4 m-2 d-1",315,"s",2082.02,"mg CO2 m-2 d-1","U",0.993071368446476,0.0166,"mg CO2 m-2 d-1",2082.0392,"mg CO2 m-2 d-1",289,"s","2022-06-22 04:30:00","UTC",2022-06-21 21:34:58,"UTC",0.001985222,"m",3.16,"m s-1",NA,NA,NA,NA
76,"12",1,31.399241509434,"degrees celcius",55.32,"mg CH4 m-2 d-1",NA,0.999428334890421,0.993489,"mg CH4 m-2 d-1",56.31565,"mg CH4 m-2 d-1",269,"s",1267.54,"mg CO2 m-2 d-1","U",0.998141957114758,0.0486,"mg CO2 m-2 d-1",1267.5844,"mg CO2 m-2 d-1",264,"s","2022-06-21 22:54:00","UTC",2022-06-21 16:05:33,"UTC",0.001867592,"m",3.72,"m s-1",NA,NA,NA,NA
76,"13",1,29.484503030303,"degrees celcius",50.19,"mg CH4 m-2 d-1",NA,0.99669929284154,0,"mg CH4 m-2 d-1",50.19227,"mg CH4 m-2 d-1",213,"s",1303.13,"mg CO2 m-2 d-1","U",0.985204568309296,0,"mg CO2 m-2 d-1",1303.1335,"mg CO2 m-2 d-1",162,"s","2022-06-22 00:17:00","UTC",2022-06-21 17:22:21,"UTC",0.001885206,"m",3.61,"m s-1",NA,NA,NA,NA
76,"14",1,32.0914441860465,"degrees celcius",31.06,"mg CH4 m-2 d-1",NA,0.989967654771242,0.347012,"mg CH4 m-2 d-1",31.40406,"mg CH4 m-2 d-1",300,"s",966.08,"mg CO2 m-2 d-1","U",0.993585562192845,0.007,"mg CO2 m-2 d-1",966.0821,"mg CO2 m-2 d-1",213,"s","2022-06-22 01:16:00","UTC",2022-06-21 18:28:48,"UTC",0.001927674,"m",3.03,"m s-1",NA,NA,NA,NA
76,"15",1,32.2054958333333,"degrees celcius",60.06,"mg CH4 m-2 d-1",NA,0.99835236366443,1.19742,"mg CH4 m-2 d-1",61.25655,"mg CH4 m-2 d-1",305,"s",1285.65,"mg CO2 m-2 d-1","U",0.993667475595743,0.024,"mg CO2 m-2 d-1",1285.6757,"mg CO2 m-2 d-1",238,"s","2022-06-22 03:53:00","UTC",2022-06-21 21:00:00,"UTC",0.001979843,"m",3,"m s-1",NA,NA,NA,NA
77,"1",1,36.1828697674419,"degrees celcius",29.1,"mg CH4 m-2 d-1",NA,0.998718752161639,0.826592,"mg CH4 m-2 d-1",29.92883,"mg CH4 m-2 d-1",279,"s",-1029.87,"mg CO2 m-2 d-1","U",0.994307156100721,0.2612,"mg CO2 m-2 d-1",-1029.6137,"mg CO2 m-2 d-1",213,"s","2022-06-24 02:56:00","UTC",2022-06-23 21:54:41,"UTC",0.000186482,"m",3.74,"m s-1",NA,NA,NA,NA
77,"2",1,36.261525,"degrees celcius",54.23,"mg CH4 m-2 d-1",NA,0.993885866880081,0.69954,"mg CH4 m-2 d-1",54.93391,"mg CH4 m-2 d-1",290,"s",-1416.4,"mg CO2 m-2 d-1","U",0.990613622574718,0.0324,"mg CO2 m-2 d-1",-1416.3649,"mg CO2 m-2 d-1",219,"s","2022-06-24 03:14:00","UTC",2022-06-23 23:05:17,"UTC",0.000193024,"m",3.32,"m s-1",NA,NA,NA,NA
77,"3",1,38.2793676470588,"degrees celcius",54.62,"mg CH4 m-2 d-1",NA,0.999337037479467,0.232469,"mg CH4 m-2 d-1",54.85665,"mg CH4 m-2 d-1",269,"s",-928.11,"mg CO2 m-2 d-1","U",0.997158883810811,0.0108,"mg CO2 m-2 d-1",-928.0968,"mg CO2 m-2 d-1",167,"s","2022-06-24 02:29:00","UTC",2022-06-23 21:12:57,"UTC",1.1587e-05,"m",4.31,"m s-1",NA,NA,NA,NA
77,"4",1,35.383175,"degrees celcius",85.66,"mg CH4 m-2 d-1",NA,0.999192447436926,0.696345,"mg CH4 m-2 d-1",86.35518,"mg CH4 m-2 d-1",188,"s",-1422.7,"mg CO2 m-2 d-1","U",0.997897637247006,0.0322,"mg CO2 m-2 d-1",-1422.6638,"mg CO2 m-2 d-1",137,"s","2022-06-24 03:29:00","UTC",2022-06-23 23:32:13,"UTC",0.000194216,"m",2.98,"m s-1",NA,NA,NA,NA
77,"5",1,36.6688697674419,"degrees celcius",47.91,"mg CH4 m-2 d-1",NA,0.989758822354146,26.342297,"mg CH4 m-2 d-1",74.25583,"mg CH4 m-2 d-1",275,"s",-2384.86,"mg CO2 m-2 d-1","U",0.982920983122987,0.4193,"mg CO2 m-2 d-1",-2384.4359,"mg CO2 m-2 d-1",214,"s","2022-06-24 02:52:00","UTC",2022-06-23 21:48:15,"UTC",0.000186482,"m",3.74,"m s-1",NA,NA,NA,NA
77,"6",1,36.1019136363636,"degrees celcius",74.73,"mg CH4 m-2 d-1",NA,0.999843782806149,0.36544,"mg CH4 m-2 d-1",75.09437,"mg CH4 m-2 d-1",173,"s",-2320.6,"mg CO2 m-2 d-1","U",0.999045776494473,0.0324,"mg CO2 m-2 d-1",-2320.5653,"mg CO2 m-2 d-1",107,"s","2022-06-24 03:21:00","UTC",2022-06-23 23:20:11,"UTC",0.000193024,"m",3.32,"m s-1",NA,NA,NA,NA
77,"7",1,37.7913194444444,"degrees celcius",44.76,"mg CH4 m-2 d-1",NA,0.999760102978634,0.130196,"mg CH4 m-2 d-1",44.89355,"mg CH4 m-2 d-1",249,"s",-1079.13,"mg CO2 m-2 d-1","U",0.991178504567827,0.073,"mg CO2 m-2 d-1",-1079.0575,"mg CO2 m-2 d-1",178,"s","2022-06-24 02:37:00","UTC",2022-06-23 21:27:10,"UTC",1.1587e-05,"m",4.31,"m s-1",NA,NA,NA,NA
77,"8",1,38.7495965517241,"degrees celcius",49.95,"mg CH4 m-2 d-1",NA,0.998704822895911,6.44222,"mg CH4 m-2 d-1",56.38887,"mg CH4 m-2 d-1",289,"s",-1206.28,"mg CO2 m-2 d-1","U",0.996114429111535,0.6531,"mg CO2 m-2 d-1",-1205.6249,"mg CO2 m-2 d-1",142,"s","2022-06-24 02:01:00","UTC",2022-06-23 21:04:54,"UTC",1.1587e-05,"m",4.31,"m s-1",NA,NA,NA,NA
77,"9",1,37.0811590909091,"degrees celcius",52.26,"mg CH4 m-2 d-1",NA,0.998277292401668,0.392544,"mg CH4 m-2 d-1",52.65673,"mg CH4 m-2 d-1",270,"s",-1261.76,"mg CO2 m-2 d-1","U",0.998781536827364,1.8964,"mg CO2 m-2 d-1",-1259.8682,"mg CO2 m-2 d-1",219,"s","2022-06-24 02:48:00","UTC",2022-06-23 21:41:39,"UTC",0.000186482,"m",3.74,"m s-1",NA,NA,NA,NA
77,"10",1,36.276036,"degrees celcius",59.35,"mg CH4 m-2 d-1",NA,0.997223453942077,1.988197,"mg CH4 m-2 d-1",61.33846,"mg CH4 m-2 d-1",182,"s",-1884.43,"mg CO2 m-2 d-1","U",0.991390592420369,0.0947,"mg CO2 m-2 d-1",-1884.3374,"mg CO2 m-2 d-1",121,"s","2022-06-24 03:18:00","UTC",2022-06-23 23:15:32,"UTC",0.000193024,"m",3.32,"m s-1",NA,NA,NA,NA
77,"11",1,38.0419414634146,"degrees celcius",45.14,"mg CH4 m-2 d-1",NA,0.98854208954707,0.435092,"mg CH4 m-2 d-1",45.57644,"mg CH4 m-2 d-1",299,"s",-1805.01,"mg CO2 m-2 d-1","U",0.994721895112772,0.0201,"mg CO2 m-2 d-1",-1804.9915,"mg CO2 m-2 d-1",203,"s","2022-06-24 02:31:00","UTC",2022-06-23 21:19:38,"UTC",1.1587e-05,"m",4.31,"m s-1",NA,NA,NA,NA
77,"12",1,38.1942833333333,"degrees celcius",81.25,"mg CH4 m-2 d-1",NA,0.997787736655593,0.245283,"mg CH4 m-2 d-1",81.49766,"mg CH4 m-2 d-1",224,"s",-2549.23,"mg CO2 m-2 d-1","U",0.977523569448319,0.0114,"mg CO2 m-2 d-1",-2549.215,"mg CO2 m-2 d-1",116,"s","2022-06-24 02:12:00","UTC",2022-06-23 20:54:55,"UTC",1.1587e-05,"m",4.31,"m s-1",1.271,1.396,"m d-1","m d-1"
77,"13",1,37.4605295454545,"degrees celcius",40.75,"mg CH4 m-2 d-1",NA,0.999645101699915,31.076649,"mg CH4 m-2 d-1",71.83102,"mg CH4 m-2 d-1",285,"s",-1003.82,"mg CO2 m-2 d-1","U",0.990874292864115,0.1704,"mg CO2 m-2 d-1",-1003.6464,"mg CO2 m-2 d-1",219,"s","2022-06-24 02:42:00","UTC",2022-06-23 21:34:17,"UTC",0.000186482,"m",3.74,"m s-1",NA,NA,NA,NA
77,"14",1,35.6958807692308,"degrees celcius",49.49,"mg CH4 m-2 d-1",NA,0.991463139914379,5.924553,"mg CH4 m-2 d-1",55.41708,"mg CH4 m-2 d-1",183,"s",-1088.71,"mg CO2 m-2 d-1","U",0.962648225516283,0.0471,"mg CO2 m-2 d-1",-1088.6649,"mg CO2 m-2 d-1",127,"s","2022-06-24 03:25:00","UTC",2022-06-23 23:27:03,"UTC",0.000193024,"m",3.32,"m s-1",NA,NA,NA,NA
77,"15",1,35.1182222222222,"degrees celcius",40.95,"mg CH4 m-2 d-1",NA,0.999619078312399,0.643136,"mg CH4 m-2 d-1",41.59298,"mg CH4 m-2 d-1",182,"s",-995.08,"mg CO2 m-2 d-1","U",0.997974174821474,7.921,"mg CO2 m-2 d-1",-987.159,"mg CO2 m-2 d-1",132,"s","2022-06-24 03:32:00","UTC",2022-06-23 23:36:42,"UTC",0.000194216,"m",2.98,"m s-1",NA,NA,NA,NA
78,"2",1,34.703095049505,"degrees celcius",17.09,"mg CH4 m-2 d-1",NA,0.997312001452614,0.015369,"mg CH4 m-2 d-1",17.10088,"mg CH4 m-2 d-1",98,"s",-2169.6,"mg CO2 m-2 d-1",NA,0.97820857394646,0.1544,"mg CO2 m-2 d-1",-2169.4483,"mg CO2 m-2 d-1",98,"s","2021-07-26 02:30:00","UTC",2021-07-26 14:28:54,"UTC",0,"m",1.37,"m s-1",NA,NA,NA,NA
78,"3",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 00:41:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"4",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.006138,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0.0616,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-25 23:51:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"5",1,35.9620290322581,"degrees celcius",187.08,"mg CH4 m-2 d-1",NA,0.983429660597867,1.262324,"mg CH4 m-2 d-1",188.33955,"mg CH4 m-2 d-1",30,"s",NA,"mg CO2 m-2 d-1",NA,NA,3.8396,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",39,"s","2021-07-26 01:21:00","UTC",2021-07-26 14:56:16,"UTC",0,"m",1.76,"m s-1",NA,NA,NA,NA
78,"7",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 00:28:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"8",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.011987,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0.1204,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-25 23:27:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"10",1,33.8194594405594,"degrees celcius",8.81,"mg CH4 m-2 d-1",NA,0.996364708119598,0.196064,"mg CH4 m-2 d-1",9.00751,"mg CH4 m-2 d-1",139,"s",-1609.53,"mg CO2 m-2 d-1",NA,0.98265722508793,0.5117,"mg CO2 m-2 d-1",-1609.0174,"mg CO2 m-2 d-1",139,"s","2021-07-26 03:04:00","UTC",2021-07-26 14:04:51,"UTC",0,"m",1.37,"m s-1",NA,NA,NA,NA
78,"11",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 00:52:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"12",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.012538,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0.1259,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 00:10:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"15",1,36.8704780487805,"degrees celcius",41.29,"mg CH4 m-2 d-1",NA,0.996942158432481,0.004987,"mg CH4 m-2 d-1",41.29362,"mg CH4 m-2 d-1",79,"s",NA,"mg CO2 m-2 d-1",NA,0.891253510009643,0.9323,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",79,"s","2021-07-26 01:07:00","UTC",2021-07-26 15:11:01,"UTC",0,"m",1.76,"m s-1",NA,NA,NA,NA
78,"18",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.01139,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,1.8341,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 03:37:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"19",1,34.3176765306122,"degrees celcius",63.88,"mg CH4 m-2 d-1",NA,0.954150933721462,0.01582,"mg CH4 m-2 d-1",63.89462,"mg CH4 m-2 d-1",95,"s",-2477.45,"mg CO2 m-2 d-1",NA,0.955040971697303,0.1589,"mg CO2 m-2 d-1",-2477.2938,"mg CO2 m-2 d-1",95,"s","2021-07-26 02:53:00","UTC",2021-07-26 14:16:51,"UTC",0,"m",1.37,"m s-1",NA,NA,NA,NA
78,"24",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.044508,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0.5525,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 04:18:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"27",1,35.3226515151515,"degrees celcius",50.78,"mg CH4 m-2 d-1",NA,0.99559878330053,0.000984,"mg CH4 m-2 d-1",50.77901,"mg CH4 m-2 d-1",160,"s",-1778.06,"mg CO2 m-2 d-1",NA,0.988601311672523,0.265,"mg CO2 m-2 d-1",-1777.7982,"mg CO2 m-2 d-1",160,"s","2021-07-26 01:40:00","UTC",2021-07-26 14:44:36,"UTC",0,"m",1.76,"m s-1",NA,NA,NA,NA
78,"29",1,NA,"degrees celcius",NA,"mg CH4 m-2 d-1",NA,NA,0.068089,"mg CH4 m-2 d-1",NA,"mg CH4 m-2 d-1",NA,"s",NA,"mg CO2 m-2 d-1",NA,NA,0.6779,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",NA,"s","2021-07-26 04:01:00","UTC",NA,NA,NA,NA,NA,NA,NA,NA,"m d-1","m d-1"
79,"1",1,27.4030898876404,"degrees celcius",23.5,"mg CH4 m-2 d-1",NA,0.972862873939206,288.998094,"mg CH4 m-2 d-1",312.4998,"mg CH4 m-2 d-1",86,"s",0,"mg CO2 m-2 d-1",NA,7.42489300569271e-05,4.1147,"mg CO2 m-2 d-1",4.1147,"mg CO2 m-2 d-1",86,"s","2021-07-08 01:28:00","UTC",2021-07-07 17:22:03,"UTC",0.000319922,"m",1.32,"m s-1",NA,NA,NA,NA
79,"3",1,25.7271224,"degrees celcius",44.54,"mg CH4 m-2 d-1",NA,0.963099819199193,58.651587,"mg CH4 m-2 d-1",103.19524,"mg CH4 m-2 d-1",244,"s",591.79,"mg CO2 m-2 d-1",NA,0.96448897273868,19.3342,"mg CO2 m-2 d-1",611.1273,"mg CO2 m-2 d-1",244,"s","2021-07-08 00:07:00","UTC",2021-07-07 16:03:00,"UTC",0.000315928,"m",1.49,"m s-1",NA,NA,NA,NA
79,"4",1,25.0060705454545,"degrees celcius",39.76,"mg CH4 m-2 d-1",NA,0.99550006951511,3.456653,"mg CH4 m-2 d-1",43.21678,"mg CH4 m-2 d-1",268,"s",756.75,"mg CO2 m-2 d-1",NA,0.929045597896123,0.1597,"mg CO2 m-2 d-1",756.9137,"mg CO2 m-2 d-1",268,"s","2021-07-07 23:41:00","UTC",2021-07-07 15:32:51,"UTC",0.000315928,"m",1.49,"m s-1",NA,NA,NA,NA
79,"5",1,27.8638184397163,"degrees celcius",362.23,"mg CH4 m-2 d-1",NA,0.997437222141557,430.082166,"mg CH4 m-2 d-1",792.3103,"mg CH4 m-2 d-1",165,"s",1802.75,"mg CO2 m-2 d-1","U",0.984624323039829,31.1236,"mg CO2 m-2 d-1",1833.8782,"mg CO2 m-2 d-1",136,"s","2021-07-08 01:57:00","UTC",2021-07-07 17:53:01,"UTC",0.000320384,"m",1.43,"m s-1",NA,NA,NA,NA
79,"6",1,23.9403925,"degrees celcius",21.54,"mg CH4 m-2 d-1",NA,0.991803839095659,29.778747,"mg CH4 m-2 d-1",51.31969,"mg CH4 m-2 d-1",97,"s",NA,"mg CO2 m-2 d-1",NA,0.747162949434331,0.4548,"mg CO2 m-2 d-1",NA,"mg CO2 m-2 d-1",156,"s","2021-07-07 22:30:00","UTC",2021-07-07 14:21:30,"UTC",0.000277781,"m",1.69,"m s-1",NA,NA,NA,NA
79,"7",1,26.2790262458472,"degrees celcius",60.47,"mg CH4 m-2 d-1",NA,0.99835124831957,555.809879,"mg CH4 m-2 d-1",616.27666,"mg CH4 m-2 d-1",293,"s",519,"mg CO2 m-2 d-1",NA,0.954171505517185,13.0988,"mg CO2 m-2 d-1",532.0943,"mg CO2 m-2 d-1",293,"s","2021-07-08 00:25:00","UTC",2021-07-07 16:20:45,"UTC",0.000315928,"m",1.49,"m s-1",NA,NA,NA,NA
